Sequential Cutoff1000	14.961344	19.78751	57.940865	17.615301	123.06711	92.13418
2000	13.681454	5.1027203	51.67348	17.353384	123.16643	128.2337
3000	11.615311	5.2370434	52.647102	18.666737	123.511826	64.26169
4000	14.034335	5.498307	52.654987	17.790344	122.73833	48.885696
5000	12.7229805	5.343704	51.463528	18.047047	123.56941	51.35932
6000	14.662981	5.2779627	52.79704	17.920782	124.1213	47.39975
7000	15.590041	5.5318127	51.986786	18.794388	124.37452	51.578926
8000	15.911649	4.1889935	53.216827	18.20605	122.74794	47.91165
9000	13.824655	5.873639	51.951035	18.850388	122.39026	49.849583
10000	11.729088	4.704092	51.500324	17.50922	124.23381	49.473137
11000	13.933853	4.7438154	53.24543	17.393906	123.42404	51.75109
12000	15.779412	5.010292	53.042156	18.440239	122.72537	49.83702
13000	14.182977	4.8658333	52.332767	18.552866	123.34251	52.608788
14000	12.30313	4.443639	51.50146	18.307026	123.3941	52.71027
15000	15.993761	4.1672907	53.235405	18.476606	123.25133	50.2069
16000	14.133929	4.7826033	51.37706	19.756649	122.848785	69.90201
17000	13.770518	4.817731	53.67121	18.438189	123.1309	48.864937
18000	12.7343025	5.591781	51.594986	18.459543	122.887856	50.805252
19000	15.404253	5.0405006	51.67302	19.880346	122.980354	50.454132
20000	14.399469	4.8496585	53.32998	18.90889	122.70845	48.577217
21000	12.249571	4.807042	52.98768	17.906311	122.56857	49.519283
22000	12.51306	4.859616	52.509056	18.832691	123.38572	47.820915
23000	13.828912	3.8629515	51.5299	19.064283	123.94348	70.44768
24000	12.8724785	4.5094547	52.36789	19.320433	124.13698	67.77941
25000	14.009256	5.0362587	53.89927	19.454361	123.7336	49.405243
26000	12.124319	6.961665	52.98282	18.56654	122.80151	51.397404
27000	15.98711	6.7698693	52.328163	18.688295	122.78328	49.787895
28000	13.783808	7.0962334	51.626484	17.381031	156.01416	81.30795
29000	16.819654	8.662983	60.842697	24.127668	183.9779	55.13304
30000	15.35721	6.263665	54.090313	20.610477	122.95471	70.6608
31000	12.493212	6.778067	53.388275	19.175812	124.20693	50.898228
32000	14.854425	7.671021	52.167282	17.179806	140.6695	53.192886
33000	17.121864	7.9696617	53.57107	18.697697	127.6906	54.0614
34000	16.16128	6.946935	51.80632	20.426826	127.12662	50.641632
35000	16.520359	6.1744394	53.973892	21.771198	129.26181	68.350105
36000	13.231463	6.657626	52.484787	20.187916	127.752266	54.20297
37000	14.266794	7.709486	53.77861	19.831913	125.12424	54.329636
38000	16.25977	5.7770023	54.180054	20.254362	131.03506	79.428505
39000	13.428045	6.7535887	54.207283	18.731121	125.553566	51.281387
40000	12.1208515	5.246955	53.646286	20.582268	164.40018	54.505856
41000	13.188314	7.4315476	66.03414	20.709824	125.15054	62.2733
42000	12.25787	5.3137407	52.93767	18.985378	129.20322	86.35219
43000	13.549477	7.4105377	53.577133	19.654913	129.70319	51.686745
44000	16.243946	7.30177	69.36716	22.826529	145.85371	55.09729
45000	13.337588	6.4507356	55.60592	20.818848	125.10588	50.492348
46000	11.839531	7.231648	52.071873	19.69099	124.27849	51.789276
47000	13.312151	7.2146916	52.21335	19.01903	128.72858	51.32717
48000	15.626507	7.5110846	51.5281	20.640587	125.67534	53.272507
49000	13.893148	7.5483246	54.402287	20.04869	127.86378	52.573807
50000	14.760146	7.5517273	55.358643	20.799078	137.45937	50.907036
51000	13.112844	8.325167	52.202293	19.348446	124.01429	52.735992
52000	12.314573	7.8280897	51.527546	20.613419	124.26251	51.566612
53000	14.979478	7.306502	53.31315	18.698467	123.024506	53.17208
54000	11.5402975	7.2874646	52.90678	20.370846	124.29974	53.434875
55000	16.144363	8.081872	52.634903	18.33152	123.52529	51.257973
56000	13.2982435	8.78388	53.476143	16.919985	123.19531	52.055424
57000	12.172556	7.6868877	53.720715	16.35758	124.61939	48.699276
58000	12.236809	7.6807213	53.610565	17.309902	123.59024	50.96086
59000	14.510022	9.809774	54.333282	16.90586	124.09697	49.108025
60000	15.398935	10.064095	53.67914	17.138905	125.623634	52.929016
61000	12.37854	7.816689	51.713547	17.208044	123.3555	50.92161
62000	12.368538	7.8794694	53.41191	16.88126	124.59569	51.855934
63000	14.336163	9.85649	54.010277	17.154797	123.43965	51.109955
64000	12.191379	7.7946677	53.742645	16.950167	122.84119	52.78092
65000	11.588282	7.183976	53.80887	16.45796	125.26953	53.84282
66000	12.558731	8.031051	52.18938	16.541979	123.58382	53.81218
67000	15.383825	11.251524	51.730385	16.838705	123.10487	55.348675
68000	11.594787	7.1941957	51.471336	17.516842	124.66556	52.21158
69000	11.563098	9.154675	51.648468	16.668406	125.03172	54.186676
70000	15.408802	10.102392	51.609833	16.495308	123.64247	50.749847
71000	13.811389	10.702458	54.204426	16.777992	123.53978	48.446976
72000	16.58615	7.556484	51.651726	16.876963	123.860886	70.237755
73000	14.052186	9.53455	51.64813	16.704132	123.2811	52.684254
74000	15.25271	10.006716	51.70499	16.53302	124.85881	50.93325
75000	15.021759	10.077232	52.349792	16.712252	123.295715	50.70739
76000	11.539289	7.6808715	51.378925	17.198648	123.5283	53.17176
77000	15.355043	10.042352	53.78228	16.925919	124.0901	49.296852
78000	15.827109	8.922535	51.48865	16.875134	124.68139	52.134712
79000	15.277845	9.768625	51.55394	16.767544	123.878265	57.18734
80000	11.708361	8.267406	53.840847	16.518528	125.86722	52.29119
81000	16.536667	7.1524444	51.791107	16.965975	125.08305	72.98182
82000	12.63339	8.207905	51.51538	17.94854	123.6783	51.866856
83000	12.7548065	8.208021	51.785397	16.790636	124.60413	48.755783
84000	14.186911	7.20847	53.31199	16.585974	123.10362	52.22279
85000	15.572216	10.352875	51.315582	16.497513	123.053314	53.204018
86000	11.656775	7.3176255	53.11226	17.984268	123.41919	53.92706
87000	16.066597	10.168791	53.86091	16.943874	132.33629	55.878025
88000	12.719674	8.164027	52.423645	17.698765	122.927444	52.03337
89000	11.761288	7.3316016	51.946186	17.09679	123.38867	48.74302
90000	16.463402	9.174051	51.52832	16.996944	123.54735	49.253407
91000	11.5642395	7.177046	53.400208	16.95989	123.126175	68.63826
92000	13.589508	9.025064	52.6922	17.033125	123.35321	50.7205
93000	11.580143	7.1934366	51.802322	16.450798	123.066025	51.92218
94000	13.945051	9.211392	52.211468	16.861465	124.139145	51.39351
95000	12.137147	9.41686	53.050472	16.568382	123.4895	51.15056
96000	15.239147	8.467674	53.256214	16.605667	124.51511	53.123047
97000	12.543783	8.001301	53.10006	16.394133	123.90452	51.938885
98000	15.233648	11.448323	51.534378	16.941967	123.74364	58.330395
99000	15.595617	9.161779	51.523926	16.743877	124.68264	54.34784
100000	11.61458	7.2132816	51.49531	16.802078	124.95951	52.055187
